order_id,order_date,region,category,product,quantity,sales_inr,profit_inr
PE01581,2026-06-22,Hyderabad,Prescription Medicines,Atorvastatin 10mg,2,647.2,118.29
PE01388,2026-05-03,Bengaluru,Medical Devices,Pulse Oximeter,3,5991.75,1226.08
PE00060,2026-04-28,Bengaluru,OTC Medicines,Cetirizine 10mg,5,476.05,41.06
PE01944,2026-06-01,Hyderabad,Prescription Medicines,Insulin Pen,5,2423.0,380.01
PE00343,2026-04-11,Visakhapatnam,Wellness & Nutrition,Calcium + D3 Tablets,4,2299.28,426.51
PE00790,2026-05-21,Guntur,OTC Medicines,ORS Sachet,3,423.09,81.9
PE00071,2026-04-06,Visakhapatnam,Prescription Medicines,Amlodipine 5mg,3,996.75,158.11
PE01592,2026-06-02,Hyderabad,Prescription Medicines,Azithromycin 500mg,5,847.95,145.94
PE02035,2026-06-11,Bengaluru,Personal Care,Hand Sanitizer 500ml,1,548.62,80.97
PE00656,2026-04-18,Vijayawada,Personal Care,Sunscreen SPF50,1,548.79,59.11
PE01244,2026-05-24,Visakhapatnam,OTC Medicines,Cough Syrup 100ml,1,73.27,8.2
PE01950,2026-06-03,Bengaluru,Wellness & Nutrition,Multivitamin Tablets,1,578.77,124.01
PE00284,2026-04-10,Bengaluru,Medical Devices,Glucometer Kit,4,8722.64,1435.62
PE00816,2026-05-08,Guntur,OTC Medicines,Cough Syrup 100ml,1,46.61,10.04
PE00019,2026-04-30,Hyderabad,Prescription Medicines,Insulin Pen,1,431.67,46.55
PE01753,2026-06-02,Hyderabad,OTC Medicines,Paracetamol 500mg,1,157.11,21.13
PE00396,2026-04-01,Tirupati,Prescription Medicines,Insulin Pen,4,2172.88,329.51
PE00544,2026-04-15,Visakhapatnam,Wellness & Nutrition,Multivitamin Tablets,2,542.16,109.96
PE01494,2026-06-30,Tirupati,Medical Devices,Pulse Oximeter,3,2377.35,468.91
PE00093,2026-04-21,Bengaluru,Wellness & Nutrition,Immunity Booster Syrup,1,1314.33,285.39
PE01054,2026-05-27,Guntur,Wellness & Nutrition,Whey Protein 1kg,5,6203.45,846.93
PE00424,2026-04-12,Hyderabad,Lab Tests,HbA1c Test,2,1500.94,138.86
PE00293,2026-04-14,Warangal,Wellness & Nutrition,Fish Oil Capsules,1,1202.33,192.59
PE00016,2026-04-15,Bengaluru,Personal Care,Face Wash,1,286.07,51.58
PE00403,2026-04-13,Hyderabad,OTC Medicines,Cetirizine 10mg,2,183.46,19.36
PE00899,2026-05-25,Warangal,Personal Care,Baby Diaper Pack,3,240.66,34.38
PE00564,2026-04-18,Nellore,Lab Tests,HbA1c Test,4,6775.08,914.84
PE00613,2026-04-01,Visakhapatnam,Medical Devices,Nebulizer,2,3799.6,652.72
PE01811,2026-06-10,Hyderabad,OTC Medicines,Cetirizine 10mg,1,201.82,25.24
PE01436,2026-06-22,Hyderabad,Prescription Medicines,Amlodipine 5mg,1,504.89,61.41
PE00849,2026-05-05,Bengaluru,OTC Medicines,ORS Sachet,2,232.18,35.74
PE00886,2026-05-17,Bengaluru,OTC Medicines,Cough Syrup 100ml,2,142.54,28.1
PE00202,2026-04-18,Visakhapatnam,Wellness & Nutrition,Immunity Booster Syrup,1,981.94,200.48
PE01679,2026-06-19,Bengaluru,Prescription Medicines,Metformin 500mg,3,1388.88,248.73
PE01349,2026-05-01,Hyderabad,Prescription Medicines,Azithromycin 500mg,1,616.14,104.79
PE00376,2026-04-17,Bengaluru,OTC Medicines,Cough Syrup 100ml,5,799.2,167.27
PE00154,2026-04-01,Vijayawada,Prescription Medicines,Amlodipine 5mg,4,1537.52,206.39
PE02016,2026-06-20,Nellore,Personal Care,Face Wash,1,440.03,40.36
PE00030,2026-04-06,Tirupati,Prescription Medicines,Amlodipine 5mg,2,616.76,86.07
PE01542,2026-06-23,Bengaluru,OTC Medicines,Antacid Tablets,4,560.36,78.56
PE01190,2026-05-05,Warangal,Personal Care,Baby Diaper Pack,4,442.2,96.44
PE00243,2026-04-15,Visakhapatnam,Wellness & Nutrition,Calcium + D3 Tablets,1,593.43,73.46
PE00845,2026-05-25,Nellore,Prescription Medicines,Amlodipine 5mg,4,2257.4,411.03
PE01384,2026-05-01,Tirupati,Prescription Medicines,Metformin 500mg,2,951.16,142.8
PE01286,2026-05-16,Tirupati,OTC Medicines,Paracetamol 500mg,2,152.38,29.85
PE00997,2026-05-26,Nellore,OTC Medicines,Paracetamol 500mg,3,499.17,98.26
PE00760,2026-05-27,Bengaluru,Wellness & Nutrition,Multivitamin Tablets,1,978.54,180.22
PE01188,2026-05-04,Tirupati,Lab Tests,Thyroid Profile,5,4424.95,469.2
PE00935,2026-05-21,Bengaluru,OTC Medicines,ORS Sachet,3,324.24,31.14
PE00830,2026-05-12,Hyderabad,Lab Tests,Thyroid Profile,3,4598.01,999.78
PE00298,2026-04-14,Guntur,Personal Care,Baby Diaper Pack,1,511.95,42.06
PE00055,2026-04-23,Bengaluru,Medical Devices,Nebulizer,3,9181.05,1033.34
PE01262,2026-05-03,Vijayawada,OTC Medicines,Cough Syrup 100ml,1,198.3,16.69
PE01829,2026-06-14,Nellore,Prescription Medicines,Amlodipine 5mg,3,1063.11,149.91
PE00977,2026-05-26,Warangal,Wellness & Nutrition,Whey Protein 1kg,3,1210.56,206.63
PE00195,2026-04-07,Bengaluru,Lab Tests,Full Body Checkup,3,1718.88,370.36
PE01871,2026-06-29,Tirupati,Wellness & Nutrition,Whey Protein 1kg,3,1964.58,377.88
PE00767,2026-05-21,Vijayawada,Prescription Medicines,Atorvastatin 10mg,1,495.32,87.16
PE01521,2026-06-22,Hyderabad,Personal Care,Sunscreen SPF50,4,920.32,176.08
PE01531,2026-06-29,Hyderabad,Medical Devices,Thermometer,5,7041.85,1424.19
PE00133,2026-04-17,Hyderabad,OTC Medicines,Cetirizine 10mg,3,335.91,73.13
PE00056,2026-04-12,Karimnagar,Prescription Medicines,Amlodipine 5mg,3,1041.57,157.95
PE01358,2026-05-22,Guntur,Wellness & Nutrition,Calcium + D3 Tablets,5,6051.8,589.82
PE00765,2026-05-30,Bengaluru,Prescription Medicines,Azithromycin 500mg,1,114.53,10.45
PE00731,2026-05-20,Visakhapatnam,Wellness & Nutrition,Fish Oil Capsules,4,4994.96,848.26
PE00942,2026-05-25,Guntur,OTC Medicines,Cough Syrup 100ml,3,297.63,63.86
PE01296,2026-05-01,Guntur,Lab Tests,Thyroid Profile,1,601.94,113.01
PE00158,2026-04-15,Hyderabad,OTC Medicines,Paracetamol 500mg,5,512.3,77.99
PE01503,2026-06-22,Bengaluru,Prescription Medicines,Azithromycin 500mg,5,1560.15,253.38
PE01843,2026-06-05,Bengaluru,OTC Medicines,Cetirizine 10mg,5,642.45,115.05
PE00163,2026-04-03,Bengaluru,Personal Care,Hand Sanitizer 500ml,1,402.3,56.01
PE00240,2026-04-05,Nellore,OTC Medicines,ORS Sachet,2,89.72,10.87
PE00295,2026-04-11,Hyderabad,Wellness & Nutrition,Calcium + D3 Tablets,1,1290.77,201.44
PE00161,2026-04-28,Karimnagar,Medical Devices,Thermometer,4,5286.08,556.92
PE00827,2026-05-06,Nellore,Prescription Medicines,Amlodipine 5mg,1,267.28,29.78
PE00076,2026-04-09,Vijayawada,OTC Medicines,Paracetamol 500mg,3,430.17,72.55
PE02003,2026-06-29,Vijayawada,Wellness & Nutrition,Whey Protein 1kg,2,977.42,194.43
PE01562,2026-06-06,Vijayawada,Personal Care,Sunscreen SPF50,4,1618.24,257.83
PE00943,2026-05-16,Hyderabad,Wellness & Nutrition,Fish Oil Capsules,5,5286.35,719.19
PE00506,2026-04-04,Hyderabad,Personal Care,Antiseptic Liquid,5,2162.6,445.53
PE01033,2026-05-24,Hyderabad,Wellness & Nutrition,Immunity Booster Syrup,3,935.07,131.49
PE00987,2026-05-23,Nellore,Personal Care,Hand Sanitizer 500ml,1,522.68,57.09
PE01961,2026-06-29,Hyderabad,Prescription Medicines,Azithromycin 500mg,2,201.04,21.5
PE00484,2026-04-24,Bengaluru,Wellness & Nutrition,Calcium + D3 Tablets,5,4554.8,902.49
PE01941,2026-06-04,Guntur,OTC Medicines,Cetirizine 10mg,4,273.12,40.71
PE00805,2026-05-05,Guntur,Medical Devices,Thermometer,1,836.82,128.08
PE00282,2026-04-06,Bengaluru,Prescription Medicines,Amlodipine 5mg,2,306.58,54.53
PE00131,2026-04-12,Warangal,Personal Care,Baby Diaper Pack,2,664.56,96.34
PE00498,2026-04-13,Warangal,OTC Medicines,Antacid Tablets,1,127.42,26.19
PE01908,2026-06-03,Visakhapatnam,Wellness & Nutrition,Whey Protein 1kg,5,4376.1,864.21
PE00771,2026-05-23,Bengaluru,Prescription Medicines,Azithromycin 500mg,4,394.64,70.77
PE01104,2026-05-08,Hyderabad,Personal Care,Antiseptic Liquid,5,884.1,190.72
PE01613,2026-06-28,Visakhapatnam,Personal Care,Face Wash,4,1250.04,217.79
PE01512,2026-06-07,Nellore,Medical Devices,Pulse Oximeter,4,12149.68,1031.69
PE01663,2026-06-23,Bengaluru,Lab Tests,Thyroid Profile,3,1674.15,195.8
PE02014,2026-06-20,Nellore,Personal Care,Antiseptic Liquid,3,707.19,123.11
PE00451,2026-04-26,Hyderabad,Personal Care,Baby Diaper Pack,5,1066.1,215.64
PE01463,2026-06-21,Hyderabad,Personal Care,Hand Sanitizer 500ml,4,1598.08,176.64
PE00050,2026-04-22,Hyderabad,OTC Medicines,Antacid Tablets,5,557.15,64.46
PE00521,2026-04-14,Vijayawada,Lab Tests,Lipid Profile,4,1798.2,266.72
PE01442,2026-06-01,Hyderabad,OTC Medicines,Antacid Tablets,4,265.64,48.5
PE02025,2026-06-16,Bengaluru,Prescription Medicines,Azithromycin 500mg,4,877.48,124.16
PE00097,2026-04-05,Nellore,OTC Medicines,Cetirizine 10mg,5,254.95,38.0
PE00514,2026-04-02,Guntur,Prescription Medicines,Atorvastatin 10mg,1,548.39,105.87
PE01148,2026-05-21,Hyderabad,OTC Medicines,Cetirizine 10mg,1,207.35,24.87
PE01543,2026-06-28,Hyderabad,Wellness & Nutrition,Calcium + D3 Tablets,5,4401.35,494.21
PE00721,2026-05-10,Vijayawada,OTC Medicines,ORS Sachet,3,384.18,78.7
PE02045,2026-06-23,Hyderabad,OTC Medicines,ORS Sachet,2,390.52,78.94
PE01602,2026-06-21,Vijayawada,Prescription Medicines,Insulin Pen,3,1521.33,188.08
PE01794,2026-06-19,Warangal,Personal Care,Baby Diaper Pack,5,1600.65,220.75
PE01777,2026-06-09,Visakhapatnam,Medical Devices,Nebulizer,2,6361.34,1152.4
PE00906,2026-05-30,Visakhapatnam,Personal Care,Baby Diaper Pack,3,392.4,35.82
PE01082,2026-05-30,Tirupati,Prescription Medicines,Atorvastatin 10mg,1,237.88,21.63
PE00624,2026-04-04,Nellore,Prescription Medicines,Atorvastatin 10mg,4,1576.12,173.53
PE02052,2026-06-14,Hyderabad,OTC Medicines,Cough Syrup 100ml,2,434.54,86.03
PE01347,2026-05-15,Warangal,OTC Medicines,Cetirizine 10mg,4,251.64,31.08
PE01555,2026-06-06,Warangal,OTC Medicines,Cough Syrup 100ml,2,115.3,14.59
PE01294,2026-05-14,Vijayawada,OTC Medicines,ORS Sachet,1,122.73,14.05
PE01798,2026-06-14,Tirupati,OTC Medicines,ORS Sachet,4,854.92,139.85
PE00909,2026-05-25,Tirupati,Prescription Medicines,Metformin 500mg,2,702.36,106.51
PE01590,2026-06-08,Bengaluru,Wellness & Nutrition,Immunity Booster Syrup,3,2100.93,265.78
PE01377,2026-05-16,Hyderabad,Prescription Medicines,Atorvastatin 10mg,5,469.55,72.15
PE01978,2026-06-25,Hyderabad,Medical Devices,Digital BP Monitor,1,1577.82,185.26
PE01453,2026-06-14,Nellore,Personal Care,Sunscreen SPF50,5,770.1,156.79
PE00670,2026-04-05,Hyderabad,Prescription Medicines,Atorvastatin 10mg,1,144.65,18.98
PE00912,2026-05-25,Visakhapatnam,Prescription Medicines,Atorvastatin 10mg,1,205.46,44.73
PE00536,2026-04-21,Vijayawada,Personal Care,Sunscreen SPF50,2,853.66,161.87
PE00611,2026-04-07,Visakhapatnam,Prescription Medicines,Metformin 500mg,1,403.66,73.74
PE01075,2026-05-09,Tirupati,Prescription Medicines,Azithromycin 500mg,2,737.76,86.81
PE00847,2026-05-12,Hyderabad,Lab Tests,Vitamin D Test,5,6298.25,680.5
PE02046,2026-06-28,Bengaluru,Lab Tests,Vitamin D Test,5,4463.55,595.69
PE00655,2026-04-16,Tirupati,OTC Medicines,Cough Syrup 100ml,4,530.32,68.42
PE00075,2026-04-09,Hyderabad,OTC Medicines,Cough Syrup 100ml,2,276.24,32.47
PE01625,2026-06-11,Vijayawada,Medical Devices,Nebulizer,3,3793.41,766.77
PE01015,2026-05-12,Nellore,OTC Medicines,ORS Sachet,1,47.36,4.88
PE01981,2026-06-10,Hyderabad,OTC Medicines,Paracetamol 500mg,1,145.33,25.94
PE01271,2026-05-13,Nellore,Prescription Medicines,Atorvastatin 10mg,4,859.52,173.14
PE02051,2026-06-26,Bengaluru,OTC Medicines,Cough Syrup 100ml,4,541.56,76.76
PE00305,2026-04-28,Guntur,Prescription Medicines,Atorvastatin 10mg,1,323.84,40.71
PE00430,2026-04-01,Visakhapatnam,Prescription Medicines,Metformin 500mg,5,3113.05,355.31
PE01698,2026-06-20,Hyderabad,Lab Tests,Thyroid Profile,1,803.24,71.02
PE01407,2026-06-11,Guntur,Wellness & Nutrition,Fish Oil Capsules,5,1605.55,319.18
PE01814,2026-06-20,Bengaluru,OTC Medicines,Antacid Tablets,1,156.29,24.92
PE01452,2026-06-06,Warangal,Prescription Medicines,Azithromycin 500mg,1,136.74,20.27
PE00023,2026-04-10,Hyderabad,Personal Care,Baby Diaper Pack,5,1368.3,264.25
PE00198,2026-04-11,Hyderabad,Wellness & Nutrition,Multivitamin Tablets,2,563.78,111.47
PE00068,2026-04-13,Visakhapatnam,Medical Devices,Digital BP Monitor,3,6324.96,1079.39
PE01195,2026-05-21,Vijayawada,Medical Devices,Thermometer,2,2389.08,414.07
PE01861,2026-06-18,Vijayawada,Lab Tests,Vitamin D Test,4,5356.72,847.64
PE00622,2026-04-11,Vijayawada,Personal Care,Antiseptic Liquid,5,2266.75,192.99
PE01236,2026-05-27,Tirupati,Medical Devices,Glucometer Kit,3,8683.02,1808.86
PE00971,2026-05-26,Hyderabad,OTC Medicines,ORS Sachet,3,316.44,65.44
PE00044,2026-04-28,Nellore,OTC Medicines,ORS Sachet,5,813.25,170.23
PE00144,2026-04-09,Vijayawada,Personal Care,Antiseptic Liquid,4,1766.32,321.31
PE01947,2026-06-16,Vijayawada,Personal Care,Sunscreen SPF50,5,800.7,137.76
PE00710,2026-05-29,Nellore,Lab Tests,Thyroid Profile,5,8636.4,904.18
PE00357,2026-04-26,Vijayawada,Wellness & Nutrition,Whey Protein 1kg,3,1727.67,203.24
PE00566,2026-04-16,Warangal,Prescription Medicines,Metformin 500mg,4,2431.76,534.67
PE00856,2026-05-05,Nellore,Lab Tests,Thyroid Profile,1,1100.66,189.16
PE01917,2026-06-24,Guntur,Wellness & Nutrition,Fish Oil Capsules,3,1849.8,239.41
PE00682,2026-04-23,Warangal,Prescription Medicines,Azithromycin 500mg,2,1122.3,170.19
PE01456,2026-06-12,Vijayawada,Personal Care,Hand Sanitizer 500ml,2,603.38,49.85
PE00340,2026-04-10,Warangal,Medical Devices,Digital BP Monitor,2,5397.68,863.58
PE00235,2026-04-27,Vijayawada,Prescription Medicines,Amlodipine 5mg,3,431.94,64.69
PE00005,2026-04-21,Vijayawada,Prescription Medicines,Insulin Pen,1,494.94,45.81
PE00414,2026-04-01,Visakhapatnam,OTC Medicines,Paracetamol 500mg,5,289.95,28.65
PE01572,2026-06-08,Tirupati,OTC Medicines,Cetirizine 10mg,1,207.22,34.0
PE01475,2026-06-07,Hyderabad,Prescription Medicines,Insulin Pen,5,1968.9,256.15
PE01818,2026-06-19,Bengaluru,OTC Medicines,Antacid Tablets,2,96.14,10.56
PE01336,2026-05-25,Bengaluru,Wellness & Nutrition,Calcium + D3 Tablets,4,5290.92,662.2
PE00465,2026-04-05,Hyderabad,Prescription Medicines,Amlodipine 5mg,5,2264.15,348.59
PE01140,2026-05-07,Bengaluru,OTC Medicines,ORS Sachet,4,442.44,50.83
PE00592,2026-04-21,Vijayawada,OTC Medicines,ORS Sachet,4,292.56,43.6
PE00461,2026-04-11,Warangal,OTC Medicines,Cetirizine 10mg,2,302.46,65.1
PE01191,2026-05-27,Bengaluru,Wellness & Nutrition,Whey Protein 1kg,3,2556.75,450.01
PE00140,2026-04-23,Hyderabad,OTC Medicines,Cetirizine 10mg,4,584.72,66.64
PE00974,2026-05-11,Bengaluru,OTC Medicines,ORS Sachet,1,136.78,24.82
PE00716,2026-05-28,Vijayawada,OTC Medicines,Cetirizine 10mg,3,493.62,58.8
PE01560,2026-06-10,Bengaluru,OTC Medicines,Paracetamol 500mg,1,196.72,31.69
PE01541,2026-06-04,Hyderabad,Lab Tests,Thyroid Profile,4,2901.84,424.24
PE00024,2026-04-04,Visakhapatnam,OTC Medicines,Paracetamol 500mg,4,799.2,69.68
PE02098,2026-06-12,Hyderabad,Wellness & Nutrition,Whey Protein 1kg,3,1227.27,262.22
PE01994,2026-06-12,Guntur,Prescription Medicines,Atorvastatin 10mg,1,172.73,21.45
PE01706,2026-06-29,Warangal,Wellness & Nutrition,Multivitamin Tablets,3,4001.79,692.68
PE01208,2026-05-25,Bengaluru,OTC Medicines,Antacid Tablets,4,448.48,68.18
PE02040,2026-06-15,Hyderabad,Wellness & Nutrition,Fish Oil Capsules,1,476.56,62.26
PE00711,2026-05-15,Tirupati,Prescription Medicines,Insulin Pen,3,1052.55,157.84
PE00477,2026-04-06,Visakhapatnam,Medical Devices,Glucometer Kit,3,6375.27,998.1
PE01060,2026-05-27,Hyderabad,Prescription Medicines,Azithromycin 500mg,5,1071.7,193.79
PE00386,2026-04-15,Nellore,Wellness & Nutrition,Multivitamin Tablets,2,1465.54,215.72
PE00175,2026-04-25,Vijayawada,Prescription Medicines,Metformin 500mg,3,919.05,118.65
PE01048,2026-05-17,Warangal,Prescription Medicines,Azithromycin 500mg,5,1933.8,293.25
PE00735,2026-05-24,Hyderabad,Medical Devices,Glucometer Kit,3,3074.25,343.26
PE01439,2026-06-20,Hyderabad,OTC Medicines,Cough Syrup 100ml,4,581.6,91.04
PE01710,2026-06-07,Hyderabad,Prescription Medicines,Amlodipine 5mg,1,306.83,50.4
PE01831,2026-06-05,Hyderabad,OTC Medicines,Cetirizine 10mg,2,193.84,24.43
PE00780,2026-05-07,Bengaluru,Personal Care,Face Wash,2,744.96,106.07
PE00772,2026-05-03,Hyderabad,OTC Medicines,Cough Syrup 100ml,4,876.32,138.17
PE00862,2026-05-31,Tirupati,OTC Medicines,Cough Syrup 100ml,2,272.92,30.61
PE00990,2026-05-06,Visakhapatnam,OTC Medicines,Cough Syrup 100ml,1,135.87,22.48
PE00371,2026-04-22,Bengaluru,OTC Medicines,Antacid Tablets,1,134.48,20.33
PE00099,2026-04-25,Hyderabad,OTC Medicines,Paracetamol 500mg,2,324.78,44.8
PE01762,2026-06-16,Warangal,Personal Care,Hand Sanitizer 500ml,4,1702.2,328.62
PE01983,2026-06-15,Bengaluru,OTC Medicines,ORS Sachet,4,371.8,76.97
PE01869,2026-06-10,Hyderabad,Prescription Medicines,Atorvastatin 10mg,5,3243.3,617.41
PE00551,2026-04-27,Vijayawada,Personal Care,Antiseptic Liquid,5,1020.45,194.97
PE00435,2026-04-28,Vijayawada,OTC Medicines,Cough Syrup 100ml,1,53.18,5.63
PE00303,2026-04-10,Visakhapatnam,Prescription Medicines,Metformin 500mg,5,2140.55,246.05
PE01822,2026-06-03,Hyderabad,Prescription Medicines,Insulin Pen,1,597.43,117.75
PE01568,2026-06-06,Hyderabad,OTC Medicines,Paracetamol 500mg,3,276.78,24.96
PE00366,2026-04-05,Bengaluru,Prescription Medicines,Amlodipine 5mg,4,973.28,115.71
PE00194,2026-04-30,Nellore,Prescription Medicines,Metformin 500mg,3,525.12,75.41
PE00413,2026-04-30,Guntur,Personal Care,Antiseptic Liquid,3,876.6,132.31
PE00955,2026-05-02,Bengaluru,Wellness & Nutrition,Fish Oil Capsules,2,1686.72,179.54
PE00819,2026-05-24,Warangal,OTC Medicines,Cetirizine 10mg,5,328.75,64.09
PE00422,2026-04-23,Bengaluru,Medical Devices,Pulse Oximeter,2,3818.92,482.35
PE01207,2026-05-15,Warangal,Prescription Medicines,Amlodipine 5mg,4,996.72,125.43
PE01852,2026-06-02,Visakhapatnam,Wellness & Nutrition,Fish Oil Capsules,1,472.04,40.32
PE01157,2026-05-10,Hyderabad,Prescription Medicines,Azithromycin 500mg,4,2247.0,285.91
PE00221,2026-04-07,Guntur,OTC Medicines,Paracetamol 500mg,5,340.25,36.79
PE00382,2026-04-30,Warangal,Prescription Medicines,Insulin Pen,1,157.49,23.76
PE02075,2026-06-19,Visakhapatnam,Wellness & Nutrition,Calcium + D3 Tablets,3,2296.86,359.85
PE00233,2026-04-20,Karimnagar,Medical Devices,Thermometer,1,2957.74,644.55
PE00359,2026-04-03,Guntur,OTC Medicines,Antacid Tablets,4,192.68,35.41
PE01427,2026-06-14,Vijayawada,Lab Tests,Vitamin D Test,5,3460.6,407.33
PE00522,2026-04-02,Vijayawada,OTC Medicines,Cough Syrup 100ml,3,384.33,47.71
PE01100,2026-05-24,Bengaluru,Personal Care,Baby Diaper Pack,3,1102.26,108.77
PE00174,2026-04-12,Visakhapatnam,Prescription Medicines,Metformin 500mg,4,2052.72,294.37
PE00748,2026-05-12,Visakhapatnam,OTC Medicines,ORS Sachet,4,503.32,66.75
PE01332,2026-05-09,Bengaluru,OTC Medicines,Paracetamol 500mg,3,208.23,28.99
PE00941,2026-05-22,Bengaluru,OTC Medicines,Cetirizine 10mg,2,370.8,44.93
PE00271,2026-04-29,Guntur,Personal Care,Sunscreen SPF50,2,592.0,87.38
PE02018,2026-06-30,Vijayawada,Prescription Medicines,Metformin 500mg,2,461.34,39.07
PE00105,2026-04-23,Vijayawada,Prescription Medicines,Atorvastatin 10mg,2,1264.64,212.6
PE00962,2026-05-22,Hyderabad,Prescription Medicines,Insulin Pen,2,895.52,159.81
PE01498,2026-06-21,Vijayawada,Lab Tests,Lipid Profile,1,1217.99,193.09
PE00888,2026-05-26,Tirupati,OTC Medicines,Cetirizine 10mg,5,254.7,37.96
PE00965,2026-05-17,Hyderabad,OTC Medicines,Cough Syrup 100ml,1,212.09,37.78
PE00032,2026-04-15,Bengaluru,Personal Care,Face Wash,2,466.24,68.76
PE01716,2026-06-23,Nellore,Prescription Medicines,Metformin 500mg,4,817.12,126.7
PE00351,2026-04-10,Bengaluru,,Paracetamol 500mg,4,395.24,51.81
PE00214,2026-04-03,Visakhapatnam,Personal Care,Antiseptic Liquid,1,408.53,48.71
PE00181,2026-04-26,Nellore,OTC Medicines,Paracetamol 500mg,1,219.8,44.49
PE00260,2026-04-06,Hyderabad,OTC Medicines,Cetirizine 10mg,2,418.96,74.68
PE00051,2026-04-18,Hyderabad,OTC Medicines,ORS Sachet,4,460.88,98.71
PE02026,2026-06-22,Hyderabad,Prescription Medicines,Atorvastatin 10mg,4,1754.84,338.84
PE00981,2026-05-12,Hyderabad,Lab Tests,HbA1c Test,5,6525.75,590.15
PE01495,2026-06-07,Hyderabad,OTC Medicines,Cetirizine 10mg,5,705.7,68.79
PE01548,2026-06-19,Visakhapatnam,OTC Medicines,Paracetamol 500mg,2,104.2,22.37
PE01550,2026-06-24,Vijayawada,OTC Medicines,Cetirizine 10mg,3,486.15,93.98
PE00559,2026-04-10,Hyderabad,Wellness & Nutrition,Calcium + D3 Tablets,3,1625.85,206.15
PE00062,2026-04-09,Hyderabad,Prescription Medicines,Insulin Pen,3,339.87,55.39
PE01584,2026-06-15,Hyderabad,Wellness & Nutrition,Multivitamin Tablets,4,3508.04,528.38
PE00838,2026-05-03,Vijayawada,Lab Tests,Vitamin D Test,5,4151.25,731.56
PE01847,2026-06-16,Bengaluru,Wellness & Nutrition,Immunity Booster Syrup,1,911.17,189.3
PE01426,2026-06-23,Tirupati,OTC Medicines,Paracetamol 500mg,4,439.44,48.3
PE00155,2026-04-18,Bengaluru,Prescription Medicines,Amlodipine 5mg,5,1508.15,302.99
PE01633,2026-06-09,Bengaluru,Wellness & Nutrition,Whey Protein 1kg,5,4237.45,482.47
PE01063,2026-05-11,Warangal,Prescription Medicines,Azithromycin 500mg,2,452.46,56.31
PE01487,2026-06-07,Karimnagar,Prescription Medicines,Amlodipine 5mg,5,1967.95,385.2
PE01198,2026-05-16,Hyderabad,Medical Devices,Nebulizer,5,10774.6,1304.95
PE01943,2026-06-11,Hyderabad,Wellness & Nutrition,Calcium + D3 Tablets,4,4256.64,493.76
PE01970,2026-06-07,Hyderabad,Medical Devices,Pulse Oximeter,1,1299.6,186.15
PE02047,2026-06-09,Hyderabad,Prescription Medicines,Metformin 500mg,5,2152.95,352.07
PE01631,2026-06-03,Hyderabad,Personal Care,Antiseptic Liquid,3,1184.25,225.46
PE02032,2026-06-01,Bengaluru,Personal Care,Face Wash,4,1950.84,237.04
PE00795,2026-05-30,Bengaluru,OTC Medicines,Cough Syrup 100ml,2,375.24,33.35
PE00381,2026-04-22,Tirupati,Prescription Medicines,Azithromycin 500mg,2,195.44,37.97
PE00526,2026-04-19,Karimnagar,Prescription Medicines,Metformin 500mg,4,1846.24,289.7
PE01848,2026-06-20,Hyderabad,Prescription Medicines,Amlodipine 5mg,4,1502.4,124.31
PE00286,2026-04-06,Guntur,Personal Care,Hand Sanitizer 500ml,1,139.8,19.64
PE01205,2026-05-28,Bengaluru,Medical Devices,Thermometer,5,5852.8,685.76
PE00449,2026-04-12,Tirupati,Personal Care,Sunscreen SPF50,2,627.3,126.14
PE00006,2026-04-29,Visakhapatnam,OTC Medicines,Cetirizine 10mg,5,478.1,94.99
PE01064,2026-05-11,Karimnagar,Wellness & Nutrition,Whey Protein 1kg,5,6164.9,645.99
PE00182,2026-04-27,Nellore,OTC Medicines,Cough Syrup 100ml,5,862.2,160.28
PE00405,2026-04-22,Warangal,Personal Care,Baby Diaper Pack,2,674.06,124.17
PE01966,2026-06-23,Hyderabad,Prescription Medicines,Amlodipine 5mg,1,297.95,43.9
PE00979,2026-05-15,Guntur,Prescription Medicines,Azithromycin 500mg,5,2567.05,459.54
PE01078,2026-05-21,Vijayawada,Lab Tests,HbA1c Test,2,1076.56,182.83
PE01791,2026-06-14,Tirupati,Prescription Medicines,Amlodipine 5mg,4,1010.44,138.48
PE00392,2026-04-09,Visakhapatnam,OTC Medicines,Cough Syrup 100ml,5,710.85,105.95
PE00676,2026-04-04,Bengaluru,Wellness & Nutrition,Multivitamin Tablets,3,1964.97,184.25
PE00409,2026-04-29,Visakhapatnam,Personal Care,Antiseptic Liquid,5,852.15,142.52
PE00156,2026-04-07,Bengaluru,OTC Medicines,Cetirizine 10mg,2,256.6,34.67
PE00567,2026-04-12,Bengaluru,OTC Medicines,Cough Syrup 100ml,3,388.08,58.62
PE01282,2026-05-21,Karimnagar,Personal Care,Antiseptic Liquid,1,178.96,16.06
PE00091,2026-04-17,Visakhapatnam,OTC Medicines,Antacid Tablets,5,492.6,61.33
PE01509,2026-06-23,Guntur,OTC Medicines,Antacid Tablets,4,521.92,66.73
PE00314,2026-04-17,Visakhapatnam,OTC Medicines,Antacid Tablets,4,630.16,56.79
PE01003,2026-05-08,Warangal,OTC Medicines,Paracetamol 500mg,5,363.35,56.62
PE00487,2026-04-21,Warangal,OTC Medicines,Cetirizine 10mg,5,549.4,75.68
PE01530,2026-06-01,Guntur,Wellness & Nutrition,Fish Oil Capsules,3,1006.68,144.98
